Artist		Clicks
"Her Majesty" 		1
"Komutan Uçan Tekme" 		1
"Moxy Früvous" 		1
"Au4" 		2
"Los Los" 		1
"Akala Ft. Skinnyman" 		1
"Juliette And The Licks" 		8
"Self Against City" 		8
"Thriving Ivory" 		1
"Slipknot" 		54
"John Ford Of The Strawbs" 		1
"Steve Lawler" 		1
"Climber" 		7
"Anna Ternheim" 		17
"Gasolin'" 		1
"Soul Central" 		2
"Erkan O?ur" 		1
"Ordo Funebris" 		1
"Stretch Arm Strong" 		3
"Pole" 		3
"West Indian Girl" 		1
"Susanna And The Magical Orchestra" 		1
"Hallows Eve" 		2
"Wilson Pickett" 		2
"Johnny Truant" 		1
"The Darkness" 		25
"Fueled By Fire" 		2
"Akon & Eminem" 		1
"The Beauty Room" 		2
"Dek Ill Ceesa" 		1
"Georges Teperino" 		1
"Mali Music" 		1
"Oszillotom" 		2
"Course Of Empire" 		1
"????" 		1
"Bertrand Burgalat" 		8
"Effigies" 		3
"Professor Mojo" 		1
"Adam K & Dataworx" 		1
"Thuja" 		3
"United Eye" 		1
"Steeleye Span" 		5
"?ncesaz" 		1
"The Boomtown Rats" 		9
"Doug Sahm" 		1
"Hugh Laurie And Dave Matthews" 		1
"Combo De La Muerte" 		1
"The Frogs" 		1
"Cielo Razzo" 		1
"George Strait" 		5
"Gurd" 		1
"Shaun Baker" 		1
"Outkast Feat. Killer Mike" 		1
"Mylène Farmer" 		5
"Ha-Ash" 		1
"Norwegian Recycling" 		1
"Nitro" 		1
"Midival Punditz" 		1
"Devonwho" 		2
"Calvin Johnson" 		1
"Zakir Hussain" 		2
"George Benson" 		2
"Misery Signals" 		3
"Miss Kittin & The Hacker" 		7
"Japan" 		14
"Pram" 		2
"The Youngbloods" 		1
"The Box Tops" 		3
"Gianluca Motta Feat. Molly" 		2
"Chef" 		1
"Friction" 		1
"The Sugars" 		1
"Kirk Degiorgio" 		1
"Ghost Dance" 		4
"There For Tomorrow" 		1
"Numb" 		1
"Komet" 		1
"Antwerp Gipsy-Ska Orkestra" 		1
"The Afro Blues Quintet Plus One" 		1
"Lowrider" 		2
"Matthews' Southern Comfort" 		1
"Josh Rouse" 		15
"Alain Caron" 		1
"William Shatner" 		3
"Brownout" 		2
"Giorgio Vanni" 		1
"Culture" 		3
"Ashtar Command" 		2
"Dreamlin" 		1
"The Code" 		1
"Dj Orbith" 		1
"Relient K" 		8
"Vitalic" 		27
"Sushi" 		1
"Mike Di Scala & Colin Airey" 		1
"????" 		1
"Illustrated Youth" 		2
"Louise Attaque" 		8
"Soundtrack" 		33
"Frank Turner" 		2
"Sphere Of Souls" 		1
"Black Death Ritual" 		1
"Shayne Ward" 		5
"Exterminate Messiah" 		2
"Reine Louis Laforgue" 		1
"Evan Dando" 		2
"Terence Trent D'Arby" 		4
"Alphaville" 		13
"Big Boy" 		1
"Nixon" 		1
"The Airfields" 		1
"Minutemen" 		13
"Health" 		6
"Infinight" 		1
"Jstar" 		1
"Sinitta" 		1
"Deerhunter" 		42
"Oh No" 		3
"Bears And The Enemies Before" 		2
"Ruth Marulanda" 		1
"7Paca" 		1
"Candlebox" 		1
"Frisco" 		1
"Operator Please" 		1
"Scotty" 		2
"Mix Master Mike" 		2
"Greengender" 		1
"Kora & 5Th Element" 		1
"Hans-Joachim Roedelius" 		3
"Gorilla Biscuits" 		6
"D-Mode Verano 2007" 		2
"The Sea Urchins" 		1
"The Dutchess & The Duke" 		2
"Formula V" 		1
"Schlong" 		1
"Smoke Or Fire" 		2
"Richie Rich" 		4
"Jello Biafra & The Melvins" 		2
"Sicktanick" 		2
"Jesse Mccartney" 		2
"The National Philharmonic Orchestra" 		2
"Kimberley Locke" 		2
"Ed Banger" 		5
"Armand Amar" 		1
"Machan" 		1
"Jimmy Fallon" 		1
"Mogwai" 		126
"{{{Sunset}}}" 		2
"The Kleptones" 		2
"Craft" 		1
"Lizzy Mercier Descloux" 		1
"Toploader" 		1
"The Roots" 		21
"Morgan" 		1
"Earl Of Wessex" 		1
"Idlewild" 		38
"Ipso Facto" 		1
"Cannonball Adderley" 		5
"Daisy Chainsaw" 		1
"Dj Kentaro" 		1
"Tim Christensen" 		1
"Les Flèchettes" 		1
"Sola Rosa" 		1
"He Is Legend" 		1
"Fluffy" 		1
"Luz Divina" 		2
"Shift" 		1
"Pomegranates" 		1
"Julee Cruise" 		2
"Kinnie Starr" 		3
"Danny Wilson" 		1
"Superchunk" 		8
"???????? ???????????" 		1
"The Cynics" 		1
"Worriedaboutsatan" 		1
"Arild Andersen" 		2
"Spetsnaz" 		1
"Towers Of Hanoi" 		1
"The Blue Velvets - Golliwogs" 		1
"The Magnetic Fields" 		57
"Balkan Beat Box" 		2
"Wondermints" 		3
"Los Dingos" 		1
"E-40" 		1
"Fever Asym" 		1
"Locksley" 		3
"General Degree" 		2
"Eight Frozen Modules" 		2
""Weird Al" Yankovic" 		16
"The Crawling King Snakes" 		1
"Zion Train" 		1
"Ella" 		1
"Sans Pression" 		1
"Oval" 		2
"Annuals" 		13
"Desperta Ferro" 		2
"Hia-Biosphere" 		1
"Mdm" 		2
"Misty Oldland" 		1
"Les Pommes De Ma Douche" 		1
"Dynamite Hack" 		4
"Joss Stone" 		29
"Ethel Waters" 		1
"Patrick Rondat" 		1
"Thee Michelle Gun Elephant" 		2
"Wings" 		4
"The Alan Parsons Project" 		27
"Gilberto Gil" 		3
"Fiction Plane" 		1
"James Newton Howard" 		8
"C-Lekktor" 		1
"Six Feet Under" 		5
"Garage Fuzz" 		1
"Denise Rosenthal" 		1
"Funkadelic" 		5
"The Whitest Boy Alive" 		22
"Magik Markers" 		3
"Chingon" 		5
"Shining" 		1
"Tali & Meth" 		1
"Mark Ronson" 		20
"Sway" 		3
"Emarosa" 		4
"Fursaxa" 		1
"Black Kids" 		24
"Pornosonic" 		1
"Espers" 		5
"7????" 		2
"Envy" 		2
"Senn" 		1
"Skitsystem" 		2
"Ira Glass" 		1
"Emerson Hart" 		2
"Étienne Daho" 		6
"Chris Joss" 		2
"Sebastian Ingrosso & Laidback Luke" 		1
"Adel Salameh And K Sridhar" 		2
"Repo! The Genetic Opera" 		9
"Olivier Bernet" 		1
"Petula Clark" 		3
"Cut Killer Dj Pone Dj Mouss" 		1
"Patsy Cline" 		9
"As Mercenárias" 		3
"Blancmange" 		1
"Julma-Henri & Syrjäytyneet" 		2
"Steve Harley" 		1
"Tallmute" 		1
"Sito Magus" 		1
"Great Job" 		1
"Callmekat" 		1
"Satanic Slaughter" 		1
"Vast" 		20
"Total Chaos" 		2
"Richard Brautigan" 		1
"Los Delinqüentes" 		1
"The Lappetites" 		1
"Tribalistas" 		2
"Intense Records" 		1
"Wreckless Eric" 		1
"Khursor" 		1
"Russell Mulvihill" 		1
"Mapstation" 		3
"Thomas Datt Pres. Two Roads" 		1
"Itzhak Perlman" 		1
"Bat For Lashes" 		30
"The Von Bondies" 		4
"Githead" 		1
"Antibalas Afrobeat Orchestra" 		2
"Paul Burch & The Wpa Ballclub" 		1
"The Jim Yoshii Pile-Up" 		1
"Boards Of Canada" 		180
"Page 12" 		1
"Patrick Watson" 		6
"Stuart A. Staples & Yann Tiersen" 		1
"David Essex" 		2
"The Underdog Project" 		1
"David Thomas And Two Pale Boys" 		1
"Devilish Impressions" 		3
"Maggie Jean Allen" 		1
"Gloria Gaynor" 		5
"Wir Sind Helden" 		8
"The Black Heart Procession + Solbakken" 		1
"Calibre" 		2
"The Vapors" 		2
"Jonathan Larson" 		13
"Keep Of Kalessin" 		1
"Leo Tadagawa" 		1
"John Fahey & Cul De Sac" 		1
"Cadaveria" 		1
"Dupont" 		1
"Tomasz Sta?ko Quartet" 		1
"Rockapella" 		13
"Can - Toroid Mix" 		1
"Christopher Page; Gothic Voices" 		3
"Brooke Allison" 		1
"Rockers Hi-Fi" 		1
"Madrugada" 		14
"Psyche" 		2
"The Afters" 		1
"Up Dharma Down" 		1
"Figurines" 		4
"Anant Jesse" 		1
"Daylight'S For The Birds" 		1
"Playmaker" 		1
"Jeanne Cherhal" 		1
"De-Grees Vs. The Real Booty Babes" 		1
"Roxanne Shanté" 		1
"Christopher Franke" 		1
"Mystical Sun" 		1
"Kaito" 		1
"Theo" 		1
"Greg Oblivian & The Tip-Tops" 		1
"Graham Nash" 		2
"Ryan Montbleau Band" 		1
"Nuclear Blast Allstars" 		1
"Lush" 		19
"Subcut" 		2
"Los Amigos Invisibles" 		2
"Fisz" 		1
"???? Chilly" 		1
"Darkest Hour" 		6
"Death And Glory" 		1
"Neon Neon" 		8
"The Cast Of Mamma Mia!" 		1
"Killahertz" 		1
"Top 100 Hip Hop Rnb Songs" 		1
"Tami Lynn" 		1
"The Doors" 		173
"Jeffrey Foucault" 		2
"Andrew Hill" 		1
"Los Piojos" 		8
"Celtic Cross" 		1
"Le Chevre" 		1
"Beerzone" 		1
"Real Life" 		1
"Five" 		3
"Master Dam" 		1
"Guerilla Maab" 		1
"Family Force 5" 		1
"Annbjørg Lien" 		2
"Kombajn Do Zbierania Kur Po Wioskach" 		1
"Funday Mornings" 		1
"The Rosebuds" 		16
"Umo Detic" 		1
"Heart" 		4
"Blindside" 		5
"El Guincho" 		5
"Jonathan Braman" 		1
"Mates Of State" 		26
"Forget Cassettes" 		9
"John Matthias" 		2
"L'Antietam" 		4
"Lee Greenwood" 		1
"The Supernaturals" 		1
"Freakulizer" 		1
"Danny Dove & Steve Smart Ft Amanda Wilson" 		1
"????" 		1
"The Langley Schools Music Project" 		1
"Jenny Lewis With The Watson Twins" 		17
"Billy Cobham" 		1
"Paolo Fedreghini & Marco Bianchi" 		2
"Kmfdm Vs. Pig" 		1
"In The Nursery" 		4
"Atmosphere" 		42
"Lianne Hall" 		2
"Chicago" 		10
"Indukti" 		1
"Prem Joshua" 		1
"The Roughnecks" 		1
"Alf Poier" 		1
"The Peter Nice Trio" 		1
"Skamp" 		1
"Dirty Vegas" 		7
"William Tell" 		2
"Vic Damone" 		1
"If These Trees Could Talk" 		2
"The Brazda Brothers" 		1
"Vulture Whale" 		1
"Deepspace" 		1
"Emyli" 		1
"David Carretta" 		1
"Into Eternity" 		2
"Subway Sect" 		1
"Oranger" 		3
"Moderat" 		2
"Lunarclick" 		1
"The Alice Band" 		1
"Bowling For Soup" 		2
"Ari Gold" 		1
"Kenny Loggins" 		5
"Future Primitive" 		1
"The Wombats" 		11
"The Bled" 		1
"Yazz" 		1
"Dj Morgoth" 		1
"India.Arie" 		6
"Hawthorne Heights" 		18
"Howie B" 		3
"Les Missionnaires De Jeanne B." 		3
"Dj Furax" 		3
"Harumi" 		1
"Doug Irvine" 		2
"Ciara" 		9
"Epstein" 		1
"The Fahrenheit Project" 		1
"Mando Diao" 		134
"Life Long Tragedy" 		2
"Mr. Scruff" 		8
"Headhunter" 		3
"Salem Al Fakir" 		5
"The Belles" 		1
"In First Person" 		1
"Dj Maurice" 		1
"Laut Sprecher" 		1
"Fear" 		2
"The Twinkle Brothers" 		2
"????" 		8
"Ross Copperman" 		1
"Way Out West" 		5
"Super Deluxe" 		1
"Sexton Ming" 		1
"Bilal" 		1
"Blue Feat. L.A.D.?" 		1
"Crepusculum" 		2
"The Saturday Knights" 		1
"Paolo Fresu Quintet" 		2
"Midwest Product" 		1
"Jeff Hanson" 		2
"The Spinanes" 		1
"Family" 		2
"Transona Five" 		1
"El Perro Del Mar" 		7
"Barbara Idijot" 		1
"Sans Seraph" 		2
"Joe Strummer & The Mescaleros" 		2
"Southpacific" 		1
"Jus Allah" 		2
"Curt Kirkwood" 		1
"???" 		5
"Mikeburns" 		1
"The Cuts" 		1
"Noisecut" 		1
"Wolf & Cub" 		3
"Kylie Minogue & Jason Donovan" 		1
"Patricia O'Callaghan" 		1
"The Nothing" 		1
"Dance Macabre" 		1
"Luna" 		9
"Merge" 		2
"Edvard Grieg" 		7
"Ho-Ag" 		1
"Efdemin" 		1
"Bengü & Serdar Ortaç" 		1
"Salim Yaqub" 		1
"K'Naan" 		6
"Charles Aznavour" 		1
"Jamisonparker" 		1
"Trash Palace" 		2
"Vive La Fête" 		17
"Prozac+" 		3
"Blue Clocks Green" 		1
"Bonus Track: Icr" 		1
"Mind Controls" 		3
"John Digweed" 		5
"Buzzthrill" 		1
"The Great Mundane" 		1
"Cast Of Buffy The Vampire Slayer, The" 		2
"The Sura Quintet" 		1
"Telex" 		2
"Nil Burak" 		1
"Rita Lee" 		1
"Sixty-9 Vs. Discodrive" 		1
"T.I. Feat. Lil' Atl" 		1
"Sweet 'N Candy" 		1
"Tim Fite" 		1
"Sanso-Xtro" 		1
"Superjoint Ritual" 		5
"Floor Filler" 		1
"Symphony In Peril" 		2
"Admiral Tibet" 		1
"Barrington Levy" 		5
"The Curtains" 		1
"Frank The Baptist" 		1
"Dieb13, Tomas Korber, Jason Kahn" 		1
"Ornatos Violeta" 		1
"Flipmode Squad" 		1
"All Girl Summer Fun Band" 		4
"Simone White" 		1
"Whirlwind Heat" 		1
"Ruthie Henshall" 		1
"Lotek Style" 		1
"G-Maffiah" 		1
"Helge Schneider" 		1
"You, Me, And Everyone We Know" 		1
"I Shot The Duck Hunt Dog" 		1
"The Slow Signal Fade" 		1
"Brick & Lace" 		2
"Farmer Boys" 		1
"The Avett Brothers" 		1
"The Dodgems" 		1
"Saalschutz" 		1
"Erlend Øye" 		10
"Penumbra" 		1
"Rare Pleasures" 		2
"The Foundry Field Recordings" 		1
"Ben Gibbard" 		1
"Nana 2" 		1
"Gob Iron" 		3
"Muki" 		2
"Darin" 		1
"Maud Lindström" 		2
"Sibbe Fra Sandnes" 		1
"Anggun" 		1
"(The Sounds Of) Kaleidoscope" 		2
"The Antlers" 		1
"I'M From Barcelona" 		12
"Jerry Lee Lewis" 		7
"La Chatte Rouge" 		1
"The Face Feat. Nicki Richards" 		1
"Raj'S Enormous Penis" 		1
"Dexys Midnight Runners" 		6
"The Miracle" 		1
"Product G&B Feat. Wyclef" 		1
"Twista" 		6
"Liberpool" 		2
"Starchaser" 		3
"Peter Berry And The Shake Set" 		1
"Barbara Jones" 		1
"Alex Party" 		1
"Bruce Peninsula" 		2
"My American Heart" 		2
"Ben Haschish" 		1
"Kreator" 		26
"The High Water Marks" 		1
"Mud" 		4
"Novastar" 		2
"John Mayall & The Bluesbreakers" 		2
"Quentin Tarantino" 		1
"Yuki" 		1
"Alien Ant Farm" 		9
"Warsaw Village Band" 		1
"Inhuman" 		1
"Whirl & Mayer" 		1
"Fronda" 		1
"Buba & The Shop Assistants" 		1
"Bruno Power & Joshua Il Dalailama+Ivan Talko" 		1
"Muse" 		296
"M83" 		88
"???" 		2
"Mack The Jack'A" 		3
"The Delmonas" 		1
"Even As We Speak" 		4
"Scream Silence" 		3
"Nullsleep" 		2
"Flipper" 		2
"Blinded Colony" 		1
"Dan Kelly" 		1
"Mixed By Masterstepz" 		1
"The Kids" 		1
"Dj Shyboy" 		1
"The End Of The World" 		1
"Korzus" 		2
"Liquid Liquid" 		4
"Ian Pooley" 		3
"Carl Perkins" 		3
"Kid606" 		3
"Psysex" 		1
"Kira Kira" 		1
"Adam Skorupa" 		1
"The Smithereens" 		1
"The Oppressed" 		2
"Feist And Ben Gibbard" 		1
"George Dorn Screams" 		1
"The Hood Internet" 		4
"Bob Wills" 		1
"The Operators" 		1
"Mower" 		1
"Sound Team" 		4
"Pat Metheny Group" 		4
"The Queers" 		1
"Buck-O-Nine" 		1
"Gabrielle Roth And The Mirrors" 		1
"Petter" 		2
"Galgan" 		1
"Hollowbridge" 		2
"Styrofoam" 		6
"Ana Johnsson" 		2
"Vic Chesnutt" 		4
"The Script" 		1
"Mary Gauthier" 		2
"Muscles" 		6
"Franka Potente" 		1
"Brooks Buford" 		1
"A.Skillz" 		1
"Robert Pattinson" 		3
"Emil Jensen" 		4
"Kingspade" 		1
"Dispatch" 		16
"Three Ton Gate" 		1
"Daft Punk Vs Mr. Oizo" 		1
"Stina Nordenstam" 		12
"Clem Snide" 		7
"Ovelution & Area" 		1
"Cabas" 		2
"Etro Anime" 		3
"S-Tone Inc." 		2
"Julio Jaramillo" 		2
"Blu Cantrell" 		9
"Camel" 		21
"Rosetta" 		1
"Juno Falls" 		1
"Frances Nero" 		1
"Red Sleeping Beauty" 		1
"Subatomicglue" 		1
"B2K Ft. Fabolous" 		1
"Flosstradamus" 		1
"Mariza" 		4
"Louis Garrel & Ludivine Sagnier" 		1
"Land Of Talk" 		4
"Billy Milano, Scott Ian, Phil Soussan, Vinny Appice" 		1
"Francesco Guccini" 		2
"Siniestro Total" 		1
"Mother Mother" 		2
"Hell Is For Heroes" 		5
"The Thrillseekers" 		2
"Karlheinz Stockhausen" 		2
"Ammoncontact" 		6
"Michelle Shocked" 		1
"Edge Of Sanity" 		9
"Focus" 		5
"Dj Wildchild" 		1
"Tim And Eric" 		1
"Trio" 		2
"Afta-1" 		1
"Gen" 		1
"Mick Karn" 		1
"The Manic Depressives" 		1
"Quicksilver Messenger Service" 		1
"A.Skillz & Krafty Kuts" 		2
"The Silent Years" 		1
"We'Re All Gonna Die" 		1
"The Wanderers" 		1
"Sterling" 		1
"Acid Mothers Temple & The Cosmic Inferno" 		1
"Lesbians On Ecstasy" 		2
"Kt Tunstall" 		38
"Amerie M/ Jr Writer" 		1
"Dimas De Melo / Emanuel Dimas" 		1
"Him" 		81
"Video Nasties" 		1
"Dr Horrible Cast" 		1
"Pascal F.E.O.S. & Marc Miroir" 		1
"Charlotte Hatherley" 		1
"Danny Freakazoid" 		1
"Symphorce" 		1
"Stanis?aw Sojka" 		1
"Horsepower Productions" 		1
"Glen Moore" 		1
"Uverworld" 		15
"Charalambides" 		2
"Within Temptation And The Metropole Orchestra" 		1
"Royann Calvin" 		1
"Petra" 		1
"George Gershwin" 		2
"?-Miyavi-" 		1
"Peel" 		1
"Thomas Krome" 		1
"Youngblood Brass Band" 		2
"Fee Fi Fo Fum" 		1
"Fat Jon" 		4
"Agent M" 		2
"The Mary Onettes" 		4
"Mike Ink" 		1
"Love Inc." 		3
"Vietnom" 		1
"Spring Heel Jack" 		1
"Dr. Alban" 		1
"José Padilla" 		3
"Bharat Shah" 		2
"Triángulo De Amor Bizarro" 		1
"Jay Farrar" 		2
"3-11 Porter" 		1
"Baaba Maal" 		1
"????" 		1
"Bbc Radio 4" 		8
"Final Fantasy Usa Mystic Quest Ost" 		1
"Strana Officina" 		2
"????" 		1
"Rascal Flatts" 		5
"Âme" 		3
"A Static Lullaby" 		2
"Kubus" 		3
"Dave Dobbyn" 		1
"Loudon Wainwright Iii" 		3
"Sinergia" 		1
"Seçil Heper" 		2
"Sally Herbert And Jerry Burns" 		1
"Beyond All Reason" 		1
"Roque Baños" 		1
"Erika" 		1
"Axwell & Sebastian Ingrosso Vs. Salem Al Fakir" 		1
"The Politicians" 		1
"Pajama Party" 		1
"Mavado" 		2
"Lock Up" 		1
"Fila Brazillia" 		9
"Link 80" 		1
"The Team" 		2
"Omnia" 		2
"Heaven Shall Burn" 		2
"Special Request" 		2
"Anza" 		1
"X Tv Ost" 		1
"Etnica" 		1
"Elio E Le Storie Tese" 		13
"China Crisis" 		1
"The Changes" 		2
"The Ponys" 		6
"Recloose" 		1
"Aceyalone And Rjd2" 		3
"Call Me Lightning" 		1
"Pitty" 		1
"Anthony Pateras, Sean Baxter, David Brown" 		1
"Luke Kelly" 		1
"Municipal Waste" 		13
"Milles" 		1
"Big Sexy Shaq" 		1
"Slayer" 		69
"Deacon Blue" 		1
"Inna" 		1
"De ?indows" 		2
"Mindy Smith" 		1
"Jermaine Jackson" 		1
"Flies Are Spies From Hell" 		1
"Cozy Powell" 		1
"Tevin Campbell" 		1
"Benighted" 		1
"Matt Nathanson" 		2
"The Honeycombs" 		1
"Jack Hallam" 		1
"The Zambonis" 		1
"Bane" 		4
"The All Seeing I" 		1
"Corrado Guzzanti" 		1
"Jonny Lang" 		1
"Woody Guthrie" 		7
"Damage Done By Worms" 		1
"Reatards" 		1
"Gifts From Enola" 		2
"Teedra Moses" 		1
"Missy Higgins" 		4
"Kiew" 		3
"B.J. Thomas" 		3
"The Dining Rooms" 		5
"Abk" 		2
"We Versus The Shark" 		4
"Spice" 		1
"Can" 		21
"Rose Hill Drive" 		3
"Mediæval Bæbes" 		2
"Container 90" 		1
"Feadz" 		3
"Kaskade" 		8
"Rework" 		1
"Crustation" 		2
"Journey" 		14
"Access" 		2
"Spacehog" 		3
"October Falls" 		1
"Lauryn Hill" 		10
"Foetus" 		5
"Ravi Shankar & Yehudi Menuhin" 		1
"Xerox" 		1
"Steel Pulse" 		2
"Maya Lee" 		1
"Milky Lasers" 		1
"Barry Ryan" 		1
"The Red Chord" 		6
"Patton Oswalt" 		3
"Zodiak" 		1
"Black Grape" 		3
"Smith & Pledger" 		1
"Fergie" 		22
"Primal Scream" 		45
"Nobodyknows+" 		1
"Public Image Ltd." 		21
"El Santo" 		1
"Lackluster" 		11
"Lhb" 		1
"Anthony Johnson" 		1
"Type O Negative" 		46
"Jamiroquai" 		95
"Aqueduct" 		2
"Chris Richardson" 		6
"Radio Birdman" 		2
"Chrysta Bell/David Lynch" 		1
"Marc Almond" 		10
"Misha" 		2
"Gerry Rafferty" 		4
"The Johnny Burnette Trio" 		1
"Sujatha" 		1
"Anathallo" 		4
"Flying Lotus - (Www.Influencias-Urbanas.Blogspot.Com)" 		1
"Tim Booth And Angelo Badalamen" 		1
"(V.E.G.A.)" 		1
"Guarro" 		1
"Methods Of Mayhem" 		2
"Five Deez" 		1
"Ribbonpigeon" 		1
"Salamandra" 		1
"Bag Raiders" 		1
"A Challenge Of Honour" 		1
"Panda" 		5
"H-Blockx" 		3
"Chaman'S U.F.O." 		1
"The Strangeloves" 		2
"????" 		1
"Nachtmystium" 		2
"Dogs Die In Hot Cars" 		1
"Sweet Vine" 		1
"Starkillers Featuring Gina Martina" 		1
"Portecho" 		1
"Mikkel Metal" 		4
"Devil In The Kitchen" 		1
"Nachtmahr" 		1
"White Magic" 		2
"Brigitte Fontaine" 		1
"Sean Price Ft. Steel & Starang Wondah" 		1
"Robin Thicke Ft. Mary J. Blige" 		2
"Touch And Go" 		4
"Quo Vadis" 		1
"L.U. Cipha" 		2
"Katrina And The Waves" 		3
"Grand Funk Railroad" 		6
"Breathe In" 		1
"Pauline London" 		1
"Russian Red" 		5
"Streams Of Europe" 		1
"Darren Hayes" 		7
"Kuriaki" 		3
"Hayes Carll" 		2
"Se:Sa Feat. Sharon Philipps" 		2
"Malign" 		1
"New Wave Blasphemy" 		2
"Kazik" 		16
"Razorlight" 		78
"Laroca" 		2
"Simone Benyacar, Dan Nielsen, And Veigar Mairgersson" 		1
"Avantasia" 		13
"Dj Kid Cut Up & Common" 		1
"Pino Scotto" 		1
"The 5Th Dimension" 		1
"The Invisible Eyes" 		1
"Cleiton & Camargo" 		1
"Sean Kingston" 		5
"P. Dolby" 		1
"Vanguart" 		3
"Rouben Hakhverdian" 		1
"Bramma" 		1
"Virmalised" 		1
"???????" 		2
"Casino Ashtrays" 		1
"Björns Vänner" 		2
"????" 		1
"Television Personalities" 		15
"Hoobastank" 		17
"Frankie Lymon & The Teenagers" 		1
"Aghast" 		2
"Fiordaliso" 		1
"Midas Hutch" 		1
"Ztvörki" 		1
"Caught In The Act" 		1
"Upsize" 		1
"Revolverheld" 		1
"Fred Astaire" 		2
"Dave Matthews Band" 		37
"Get Far Featuring Saga Rei" 		1
"Pink Freud" 		4
"Five Star" 		1
"Scorpions" 		40
"Animal ???z" 		6
"Inti-Illimani" 		2
"Fruition" 		1
"Afterlife" 		5
"Santogold Vs. Diplo" 		1
"Kagami" 		1
"Fly Pan Am" 		1
"Snapcase" 		8
"Psychopathic Rydas" 		5
"Goodness" 		4
"The Christmas Revels" 		1
"X-Dream" 		2
"Eberhard Weber" 		2
"???? ?????" 		4
"Laurel Music" 		2
"Don Henley" 		4
"Nosliw" 		1
"Poe" 		4
"Benga & Walsh" 		1
"David Cassidy" 		1
"Edison Woods" 		2
"The New Mastersounds Feat. Corinne Bailey-Rae" 		1
"Gloria Estefan" 		11
"Evangelicals" 		3
"Delerium Feat. Isabel Bayrakdarian" 		1
"An Pierl?" 		1
"Spineshank" 		2
"Legion Of Green Men" 		1
"Paatos" 		1
"The Mighty Diamonds" 		3
"Sum 41" 		24
"Ivan" 		1
"Dog Years" 		1
"One Star Hotel" 		1
"Zed Bias" 		1
"Cub" 		1
"Bay City Rollers" 		2
"Morgana Lefay" 		1
"Luke Slater" 		1
"Valient Thorr" 		1
"The Rankin Family" 		1
"Nest" 		1
"Treerchy, Morriston, Orpheus & Pontarddulals Male Choir" 		1
"Franz Ferdinand" 		131
"Premiata Forneria Marconi" 		1
"Otto Von Schirach" 		3
"????" 		1
"Mechanicy Szanty" 		1
"Sielun Veljet" 		4
"Wolverine In Other Media" 		1
"Dj Gilb'R Vs. U-Roy" 		1
"The Tantric Experience" 		1
"Chokebore" 		1
"Che" 		2
"Propellerheads" 		4
"Farben" 		2
"Space Raiders" 		2
"Chuck Loeb" 		1
"Cristina Donà" 		2
"764-Hero" 		3
"Paan" 		4
"Kottonmouth Kings" 		15
"Cn-Ii" 		1
"Doomsword" 		1
"Standing Waves" 		1
"Nora Dean" 		1
"Sporsmaal2" 		1
"Jan Eggum" 		1
"Melody Club" 		6
"Brainticket" 		1
"Survivor" 		1
"Brother Firetribe" 		6
"Awa Band Feat. Tony Allen" 		1
"The Gear" 		1
"Bodies Of Water" 		1
"Eon" 		1
"T´Pau" 		1
"Median" 		1
"Menace To Society" 		1
"Behold... The Arctopus" 		1
"Albert Collins" 		2
"Amaran" 		1
"The Mr. T Experience" 		1
"Hal Vincent" 		2
"Do Make Say Think" 		13
"Francesco De Gregori" 		2
"El-P" 		11
"Angels & Agony - Revelation" 		1
"Lethal Bizzle" 		1
"?brahim Tatl?ses" 		1
"Lynch." 		1
"Riff Raff" 		1
"????" 		37
"Keane" 		126
"Louie Ramírez" 		1
"Pissing Razors" 		1
"The Agonist" 		1
"Alla Francesca" 		1
"Panzer Ag" 		10
"Dj Falk" 		1
"Medicine" 		6
"James Chance And The Contortions" 		1
"Luna Amar?" 		4
"Picasso" 		1
"Television" 		12
"Brutal Knights" 		2
"Jimmie Dale Gilmore" 		1
"The Varukers" 		1
"Le Baron5" 		4
"Retard-O-Bot" 		1
"Johnny Jenkins" 		1
"Shakedown" 		2
"The Ones" 		1
"Cage" 		3
"Abstrackt Keal Agram" 		3
"Jnthn" 		1
"Baby Grand" 		1
"Cabin Crew" 		1
"Depth Affect" 		1
"The Mutton Birds" 		1
"Poster Children" 		1
"John Squire" 		1
"Kimmo Pohjonen" 		1
"And Also The Trees" 		2
"?????? ????????" 		1
"Dj Day" 		3
"Return To Arms" 		1
"Sideways Staircase" 		1
"Double&Toku" 		1
"Moistboyz" 		1
"Dj Food" 		10
"?????" 		1
"Little Joy" 		3
"Engelska Parken Project" 		1
"Rentrer En Soi" 		1
"Onelinedrawing" 		4
"Sev" 		1
"Alceu Valença" 		1
"Gyves Behind Nephrit Eyes" 		1
"Digital Structures Records" 		1
"Massiv In Mensch" 		1
"The Orange Peels" 		4
"Aïboforcen" 		3
"The Kilimanjaro Darkjazz Ensemble" 		2
"Steven Seagal" 		2
"Esoteric" 		4
"Fritz Da Cat" 		1
"Lanu" 		2
"Peeping Tom" 		14
"Ovuca" 		2
"Andre Nickatina" 		3
"Terry Jacks" 		1
"Xtm Ft Annia" 		1
"Diana King" 		2
"Sven Laux" 		1
"Dave Dee, Dozy, Beaky, Mick & Tich" 		2
"Deepsky Featuring Jes" 		1
"Prefuse 73" 		42
"Melotron" 		1
"Moulin Rouge" 		3
"Minty Fresh Beats" 		2
"The Force" 		1
"???" 		8
"Carter Burwell" 		11
"Los Piratas" 		3
"Alyson" 		1
